wallet,x_token_mint,x_token_symbol,x_token_name,source_class,creation_timestamp_utc,ath_market_cap_usd_global_unverified_post_buy,minimum_actual_buy_market_cap_usd,eligible_lots_matched_cost_usd,eligible_lots_matched_sale_income_usd,eligible_lots_realized_profit_usd,eligible_lots_aggregate_realized_multiple,max_realized_lot_multiple,api_status,strict_clean_pass_original,provisional_x_v2_pass,requires_post_buy_ath_verification,requires_historical_supply_validation,requires_final_signature_evidence
52YXFG9ksGps7P9ZSDLK79f9Hpa5ihR24w6dkikW5aEB,Ge87EtsjwRQbHaqQmKRno69RFTwh9bfSsm99XNxTpump,Jimothy,Jimothy The Raccoon,moralis_only,2026-07-16 04:37:37+00:00,22624606.8798063,3594.5126010958634,92.84718615195855,28508.220830731887,28415.37364457993,307.04453212048713,5026.910904055302,ok,True,True,True,True,True
9vdwML1RzB3ZY9JxnNohiYqy2nMh7N7H61mM4daDV5Rm,Ge87EtsjwRQbHaqQmKRno69RFTwh9bfSsm99XNxTpump,Jimothy,Jimothy The Raccoon,moralis_only,2026-07-16 04:37:37+00:00,22624606.8798063,2656.276246621229,69.80519340291976,26629.594231005583,26559.789037602663,381.4844273447961,7033.335113955853,ok,True,True,True,True,True
5vvraKXjuyGwY3FeTwVHX8DU7fvsPgqGfzP3x3ehssuU,9HkvDxrZ9zXhecCJMLMeW4J43feUQZ96f7QEj6uUpump,wcd,what the cz doing?,intersection,2026-03-05 09:07:35+00:00,32441266.1360816,13851.702168628251,121.23726284466824,20490.597694868044,20369.36043202337,169.01237469474242,192.20458916554657,ok,True,True,True,True,True
46XAZ8SAPEvKD3YPCe9KQpCrkP19KW6AdfktoZet2dtF,EKwF2HD6X4rHHr4322EJeK9QBGkqhpHZQSanSUmWkecG,BigTrout,The Big Trout,intersection,2026-02-04 22:11:52+00:00,21339202676.1461,29065.00689883041,277.38551695730246,19944.04254027337,19666.657023316067,71.9000860572808,112.61146087899547,ok,True,True,True,True,True
HZJ2M3J16pijiBSnMCHv7YvCE4Wexi4HjcgX36nHAKxw,F1ppSHedBsGGwEKH78JVgoqr4xkQHswtsGGLpgM7bCP2,ASTEROID,ASTEROID,intersection,2026-04-17 03:50:28+00:00,11879070.9358729,5794.749479060572,529.5269417532936,18376.96017589437,17847.43323414108,34.70448569632212,55.525826532628095,ok,True,True,True,True,True
Gkjg9uUFHs6G2GHpLu5BqtBKcLfjCTFSP5ovtN7M5fKv,3KHMZhpthXuiCcgfTv7vVu9PpEz64KAEURFwi6Lopump,Goblin,GoblinCoin,intersection,2026-04-25 15:25:37+00:00,19821350.035436,12838.672253701034,105.04052651856834,17109.278105136196,17004.237578617627,162.88263846537114,518.7227886655435,ok,True,True,True,True,True
CQKJHYqVPn8P944dpQtNud5eVLQr4p8iFuKSVNgKYNxY,9HkvDxrZ9zXhecCJMLMeW4J43feUQZ96f7QEj6uUpump,wcd,what the cz doing?,intersection,2026-03-05 09:07:35+00:00,32441266.1360816,14965.870994313644,211.1935339730752,17157.14416898089,16945.950635007815,81.23896525718554,92.77771679883789,ok,True,True,True,True,True
6YCQcp4SfJbwkz8rrENYy26FAtCR2jqkTxZKTymeC7tC,9HkvDxrZ9zXhecCJMLMeW4J43feUQZ96f7QEj6uUpump,wcd,what the cz doing?,intersection,2026-03-05 09:07:35+00:00,32441266.1360816,13710.94564965247,89.92396877626992,16839.17543809504,16749.25146931877,187.26014506756,215.7835749385072,ok,True,True,True,True,True
4cuaRAqrwnP3Ay1HMYyjC8ziuKy1EEAWfii2RAba6WNb,fH1YDRu48pBwedxhNxTRSLsriqx3ysUntRbKMtkpump,ALIENJAK,Alienjak,intersection,2026-02-20 12:22:22+00:00,10465352.7316574,15038.523347640665,247.7934033343824,16497.31431675915,16249.520913424769,66.57689064666911,81.61842680950608,ok,True,True,True,True,True
EvRCGpzWz2NJt4WjUDorHWRgPaSkYMgKK4TAZNawkSGA,Ge87EtsjwRQbHaqQmKRno69RFTwh9bfSsm99XNxTpump,Jimothy,Jimothy The Raccoon,moralis_only,2026-07-16 04:37:37+00:00,22624606.8798063,2746.681567780097,73.00330277025236,14360.31095212327,14287.30764935302,196.70768865507904,7773.107361878396,ok,True,True,True,True,True
AAPmY8ZvrW28hPtQx4gtiZyUm67X99pHn73uPvY2dmYy,2vtuXdpMKHx8CsdeU1y2rr3tfyhPD51B2t5WTbUUpump,RAGE,RAGE,intersection,2026-03-30 10:19:55+00:00,15638077.1962767,48201.18421466693,233.8924673642373,14336.997913872272,14103.105446508034,61.29739052923613,107.07809596037109,ok,True,True,True,True,True
38tAutsiZWaJ8MsMJVgKCx4U5LHwZM2g6StmQpKLRqz6,HkBWJJiaUW5Kod4HpHWZiGD9PQVipmMiPDgiRPcNpump,crust,Crustafarianism,intersection,2026-01-30 08:12:17+00:00,9.91809376818942e+17,6772.80304055503,56.56601992700673,13852.678937507488,13796.112917580482,244.89400094585235,302.22995488300563,ok,True,True,True,True,True
Act3pTw5yB8Xxk3mcTWqMQ3x9ctNCegnVAViMMnxMrkG,HkBWJJiaUW5Kod4HpHWZiGD9PQVipmMiPDgiRPcNpump,crust,Crustafarianism,intersection,2026-01-30 08:12:17+00:00,9.91809376818942e+17,5041.715857666721,155.10308172174467,13226.348217302972,13071.245135581228,85.27456753587319,126.9966655959152,ok,True,True,True,True,True
4nBNtRX6Q3NAhtcaXfV5R2okHr2Cd6iur7EDQvNedujV,Ge87EtsjwRQbHaqQmKRno69RFTwh9bfSsm99XNxTpump,Jimothy,Jimothy The Raccoon,moralis_only,2026-07-16 04:37:37+00:00,22624606.8798063,2233.9992848934626,64.07691647387355,13100.81162524998,13036.734708776105,204.4544641999377,4734.2783743456885,ok,True,True,True,True,True
ADHZRyYmooj3h7A8XcCYHYo3iE5UNZHAYKRqkHPBNxyY,DMYNp65mub3i7LRpBdB66CgBAceLcQnv4gsWeCi6pump,丙午,bǐngwǔ,intersection,2026-01-16 13:31:43+00:00,206365919.8,9768.455881044112,160.0578266684562,12409.428311155609,12249.37048448715,77.53090598225165,86.89505343623976,ok,True,True,True,True,True
5Uo8EqpyAkavxqnZdRPhv16cCX1PYwN4ZMkdPVWKPSvG,DMYNp65mub3i7LRpBdB66CgBAceLcQnv4gsWeCi6pump,丙午,bǐngwǔ,intersection,2026-01-16 13:31:43+00:00,206365919.8,21669.502501050425,242.25277750734045,11276.346049725864,11034.093272218524,46.54785041374472,178.2813334993953,ok,True,True,True,True,True
4LcCHiXLydzePUy3zt7HCdw9eFJDL8bWXZFRVcagak8y,3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,intersection,2026-06-07 02:28:29+00:00,19230084.581046,6667.810006850875,390.4591702036837,11301.021785266334,10910.56261506265,28.942902735185186,156.95902052260934,ok,True,True,True,True,True
CgCm3rS1NMhzdnao1MF239HTZpBNCqvRJdQHvmjbKbYG,7HgfXftRBBqsYtAEYcqjGLQrNJLL6Tww9ek4rE3Apump,RKC,Red Kitten Crew,intersection,2026-05-11 21:07:33+00:00,11562132.0175334,3141.196984162497,88.06355727469254,10265.075803529397,10177.012246254702,116.56440099858814,295.4274191359468,ok,True,True,True,True,True
3JBJpUqEzy4LYNz7oR2JJ8BYqgwSVWrUTPXMBzfxAXUY,iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,intersection,2026-03-14 05:43:21+00:00,10352153.4070237,40076.81818283282,73.82624469645276,10171.543900559716,10097.717655863262,137.7768020353938,157.1873609957481,ok,True,True,True,True,True
AgXJrv7yPR9bGeKSDBHEPbSQ7CRbqxgCJybK1DX8hhGU,iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,intersection,2026-03-14 05:43:21+00:00,10352153.4070237,45177.42944264167,72.99983934459662,9972.72551217436,9899.725672829763,136.61297890119988,147.05274864492242,ok,True,True,True,True,True
BmLiGLuf4NaXqxTJRRfH7dJvg11mtYGdzg6K2hiJPRtR,3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,intersection,2026-06-07 02:28:29+00:00,19230084.581046,6781.101046006021,343.8165778380148,10179.34341862569,9835.526840787676,29.60690110591925,140.75268638848175,ok,True,True,True,True,True
A594w9RNdzFcpM5qjuuXVwoPE2SUyNWvn9owzfHHbgwq,iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,intersection,2026-03-14 05:43:21+00:00,10352153.4070237,48602.949150514665,80.07057116947578,9585.053654849196,9504.98308367972,119.70757189381926,132.64274265194527,ok,True,True,True,True,True
5iFfTSQoq4mX6atbE7L6TVjvsczzppbsVqG6SCPqMMkt,iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,intersection,2026-03-14 05:43:21+00:00,10352153.4070237,10760.55314595865,17.104818490688494,8888.33225472079,8871.227436230101,519.6390864690796,577.5794998314292,ok,True,True,True,True,True
WPqP6oj1cXkyqrZD1QS58jw61j28NpxgGwAMDkyxc1U,CCgH8T82ABC7Krg4bR4Jj2yotiDQdzk3yg6GLLUApump,LOLO,Elote,intersection,2026-02-14 12:01:56+00:00,2136200954659.13,11122.29472419979,237.32257081278848,8560.94667458691,8323.624103774122,36.07304035712726,59.83015142183787,ok,True,True,True,True,True
2ttvFWjziexKN3iNC59WenoLYrXwU6roxTkHZT49tKwc,Y47Svo5kZJxdEgTvCwM2LDv8twbQHTKtfLr3CJyLFy9,FrameMog,Frame Mogged,intersection,2026-02-07 06:03:49+00:00,197835596.87202,2459.533851818803,83.95471853229985,8248.775408089234,8164.820689556934,98.2526718247014,195.39423528463664,ok,True,True,True,True,True
EZRRxRjg7EnXpzFx4eXdWtfEzwuQ2S8gnpBH6X1U59jJ,iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,intersection,2026-03-14 05:43:21+00:00,10352153.4070237,49754.75249739429,71.4049360053321,7851.0518208590365,7779.646884853704,109.951107865607,126.57686055430476,ok,True,True,True,True,True
7wT1W1y8vhr646dvXvb9xHmAW2Jehx9B7Z2JKGxyryab,HkBWJJiaUW5Kod4HpHWZiGD9PQVipmMiPDgiRPcNpump,crust,Crustafarianism,intersection,2026-01-30 08:12:17+00:00,9.91809376818942e+17,13255.225433086338,229.66745671107608,7112.074383405159,6882.406926694083,30.966835638155818,59.62535621376552,ok,True,True,True,True,True
GCYsEVEdoWzxNmunTESPofRDmchVCSpd9dyC85iXHQam,HkBWJJiaUW5Kod4HpHWZiGD9PQVipmMiPDgiRPcNpump,crust,Crustafarianism,intersection,2026-01-30 08:12:17+00:00,9.91809376818942e+17,17096.39184429524,114.42572869506527,6374.72557000587,6260.299841310805,55.710596233072415,109.81427857678096,ok,True,True,True,True,True
FDMssDbA5XcxpBV5gv7JXgP3TAiTNLv3ynJiCC6dWijH,3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,intersection,2026-06-07 02:28:29+00:00,19230084.581046,5064.195859378925,161.51310801795424,6125.3465063086105,5963.833398290656,37.92476401127579,91.5318560107053,ok,True,True,True,True,True
HZqQJv9uoz4piVYkvVo7rAewpifYfD2bw56AArr4VNR,3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,intersection,2026-06-07 02:28:29+00:00,19230084.581046,13497.449066838391,82.9903013713855,5784.344421756711,5701.354120385326,69.69904104663385,71.07379945221506,ok,True,True,True,True,True
2QsJn2rGoErjU2hWSutvRyjuEqgx25vc3PmgvywhK3gq,DMYNp65mub3i7LRpBdB66CgBAceLcQnv4gsWeCi6pump,丙午,bǐngwǔ,intersection,2026-01-16 13:31:43+00:00,206365919.8,9469.303079255844,119.42374607558313,5685.995312690039,5566.571566614456,47.61193229603919,55.79881489174353,ok,True,True,True,True,True
5QFEVK1rLB58tqGahcUx2ctA25Mr31mSWmYVXnp74pk7,3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,intersection,2026-06-07 02:28:29+00:00,19230084.581046,15663.270850547837,98.33556646602467,5651.3678602968685,5553.032293830844,57.47023242347863,73.55425871423414,ok,True,True,True,True,True
37ruyJuC2vrpstBS8iT8txC7FirXEuEhv1MkpRM3ZVk3,DpxKNEi3XVeRByaGqYKvz2w6E2PhPgBAqdayLcQEpump,SOS,Strategic Oil Supply,intersection,2026-03-10 06:02:48+00:00,12910305.5850157,8341.426076354064,75.31031478957946,5572.690771229959,5497.38045644038,73.99638132970652,1334.764557469366,ok,True,True,True,True,True
BnLWTRVqVfeLgLRWCBHnJ6L9HUVisQ3qsML8J9dTUTaX,DMYNp65mub3i7LRpBdB66CgBAceLcQnv4gsWeCi6pump,丙午,bǐngwǔ,intersection,2026-01-16 13:31:43+00:00,206365919.8,11165.853543306534,182.66972346062056,5633.421513864479,5450.751790403858,30.839382723864013,35.69977914144877,ok,True,True,True,True,True
XXXXXahGswEH6i3Czn19XbGxQrobJoY1TYJegPxp3ex,HaUXAdAWWUkb2WTmh8z1TdaEmZkYjnQnmC6tHUdTAHvi,KIMCHI,Kimchi,intersection,2026-02-17 18:40:53+00:00,215098925.615397,12436.723355129809,196.48574662740853,5559.891681121871,5363.405934494462,28.29666668730413,46.5278324857884,ok,True,True,True,True,True
AdY23hiXFnaf4pSB8DWNTSHv861vfMc37k654rKMvXYF,2PzS5SYYWjUFvzXNFaMmRkpjkxGX6R5v8DnKYtdcpump,OPAL,Opal,intersection,2026-01-24 20:15:22+00:00,325584530.365324,44156.0826824944,93.08667413077558,4754.630844708898,4661.544170578122,51.077459680525415,51.25021174779451,ok,True,True,True,True,True
51zkxuJchzxfSnsC39JJHcZQgvydLVojwkyXBjzy55Rz,DMYNp65mub3i7LRpBdB66CgBAceLcQnv4gsWeCi6pump,丙午,bǐngwǔ,intersection,2026-01-16 13:31:43+00:00,206365919.8,9120.382174292004,62.4178416232698,4635.175538063697,4572.757696440427,74.26042646651966,89.45661979027096,ok,True,True,True,True,True
21CNKQH5tYrsd1KNSeZgmJdoa6D4uf1swiW8WR6kbe8y,3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,intersection,2026-06-07 02:28:29+00:00,19230084.581046,6667.810006850875,119.08160683023144,4676.607788493946,4557.526181663715,39.272293286747015,71.70390446596083,ok,True,True,True,True,True
J4SPJtYY7ri5bRrWgEBDYCHtYBHUjVimLd9DQ8R35KoY,7Lbe787dJ4bxpPiEWLb9R9VnQsMiET6Gbacxedm3pump,MEOW,meowtakeover,intersection,2026-02-17 20:55:31+00:00,522277967.454764,5018.107811555166,166.60510253262723,4536.188930540587,4369.58382800796,27.227190893821746,89.83246775352433,ok,True,True,True,True,True
5CDYEbtEsg9wZpmRs5j7P4WXy4FS9AU1EKbqFS8wqTth,6M8sWsmxTdRaX8sMeHXKDrRe3sbAaGC3KyMgwvTSWfju,Tsuncoin,Tsundere Coin,intersection,2026-02-18 22:28:12+00:00,326660058.317653,3176.778567055811,86.01712407816066,4322.685598481015,4236.6684744028535,50.253779637565486,56.126974334651,ok,True,True,True,True,True
FBWUTiZbhVGJfcTJxZugu8yq7CQcZWnc1i1NZK8fgbXG,4ko5tSr5o3H4v1sFtjTSd9MPUW7yx5AFCpkNPoL6pump,febu,febu,moralis_only,2026-07-08 22:01:58+00:00,10342741.7690726,2593.5162537316173,67.643549742538,3892.2532691954057,3824.609719452868,57.54064184996108,284.7242997279185,ok,True,True,True,True,True
X23REkUmGPAYtj1zc77tz5ofGmTqhEP5JB3NNn2R3CG,6M8sWsmxTdRaX8sMeHXKDrRe3sbAaGC3KyMgwvTSWfju,Tsuncoin,Tsundere Coin,intersection,2026-02-18 22:28:12+00:00,326660058.317653,3176.778567055811,91.23028311319985,3743.354256404232,3652.1239732910326,41.03192633699739,53.39851114852889,ok,True,True,True,True,True
EkpdJ1HVckTnkD8MZnkgX3yULQmQiB2qUMbvJYPDvgLg,3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,intersection,2026-06-07 02:28:29+00:00,19230084.581046,16188.959681866194,122.0341993761003,3769.016824719553,3646.982625343452,30.88492278384786,49.99462528223098,ok,True,True,True,True,True
5EU3WxZYkN1UvXV5TuNh2QdX2L5nVyZHCWi6cM8oGEjV,3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,intersection,2026-06-07 02:28:29+00:00,19230084.581046,13970.73420297328,47.58377971121508,3456.105119416613,3408.5213397053985,72.63200066055366,72.63200066055366,ok,True,True,True,True,True
6ud7KC9oL224NWAfRFKPH7Rjw6P9JuXQ5HabnaEr9XCW,3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,intersection,2026-06-07 02:28:29+00:00,19230084.581046,22003.50785899646,85.39141367895205,3435.963900090484,3350.572486411532,40.23781492842773,40.23781492842773,ok,True,True,True,True,True
7fE176RF3bLdiHJpmaopNGbq1KaCpkBQTxJtgK99cBMJ,Y47Svo5kZJxdEgTvCwM2LDv8twbQHTKtfLr3CJyLFy9,FrameMog,Frame Mogged,intersection,2026-02-07 06:03:49+00:00,197835596.87202,6693.747775473643,83.1131291549138,3375.6893235545267,3292.576194399613,40.61559657154299,75.64058550656218,ok,True,True,True,True,True
FhVmiRqu6pzYtm3a75bcBYMhFaVzeKW78ckibRswqzxJ,Y47Svo5kZJxdEgTvCwM2LDv8twbQHTKtfLr3CJyLFy9,FrameMog,Frame Mogged,intersection,2026-02-07 06:03:49+00:00,197835596.87202,6295.855744432099,114.77961620575154,3183.454762007312,3068.67514580156,27.73536684685125,77.46691443220278,ok,True,True,True,True,True
HnPGo9ZNvfVoRoqd5T2tCGkuoQNtE6vKmLR3viyMCD7V,3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,intersection,2026-06-07 02:28:29+00:00,19230084.581046,16803.80788698505,97.16976635867236,2623.6594231964787,2526.4896568378063,27.00077937320592,53.79438138847964,ok,True,True,True,True,True
